	Gene name	Gene % GC content
ENSMUSG00000082163	Gm14276	52.5
ENSMUSG00000082164	Gm13360	45.93
ENSMUSG00000082165	Gm7091	50.85
ENSMUSG00000082167	Gm14360	43.25
ENSMUSG00000082168	Gm14656	43.43
ENSMUSG00000082169	Gm12369	48.09
ENSMUSG00000082170	Gm8617	57.52
ENSMUSG00000082171	Rpl27-ps2	49.12
ENSMUSG00000082172	Gm14835	37.46
ENSMUSG00000082173	Mup-ps10	39.86
ENSMUSG00000082174	Gm14877	43.76
ENSMUSG00000082175	Gm14563	45.48
ENSMUSG00000082176	Gm13163	53.87
ENSMUSG00000082177	Gm16005	51.1
ENSMUSG00000082178	Gm11307	40.46
ENSMUSG00000082179	Gm11407	36.39
ENSMUSG00000082180	Gm12230	48.02
ENSMUSG00000082181	Gm12252	47.49
ENSMUSG00000082183	Gm15994	40.8
ENSMUSG00000082185	Gm12428	49.66
ENSMUSG00000082186	Gm12403	52.35
ENSMUSG00000082187	Gm13670	48.04
ENSMUSG00000082188	Gm2768	35.26
ENSMUSG00000082189	Gm4784	46.52
ENSMUSG00000082190	Gm13641	48.63
ENSMUSG00000082191	Gm5166	50.39
ENSMUSG00000082192	Gm14719	62.06
ENSMUSG00000082193	Rpl5-ps1	45.19
ENSMUSG00000082194	Gm12444	44.13
ENSMUSG00000082195	Gm13034	41.05
ENSMUSG00000082196	Gm14231	46.79
ENSMUSG00000082197	Gm8577	39.96
ENSMUSG00000082198	Gm14504	49.63
ENSMUSG00000082199	Gm15763	47.64
ENSMUSG00000082200	Gm12871	46.58
ENSMUSG00000082202	Gm4910	33.33
ENSMUSG00000082203	Gm15636	52.09
ENSMUSG00000082204	Gm7722	54.35
ENSMUSG00000082205	Gm7058	45.45
ENSMUSG00000082207	Gm12998	42.34
ENSMUSG00000082208	Gm15379	41.51
ENSMUSG00000082210	Gm14382	49.43
ENSMUSG00000082211	Defa27	42.52
ENSMUSG00000082212	Gm15826	44.73
ENSMUSG00000082213	Gm12102	38.25
ENSMUSG00000082214	Gm15009	54.04
ENSMUSG00000082215	Gm14314	53.0
ENSMUSG00000082216	Olfr271-ps1	44.75
ENSMUSG00000082217	Gm1401	55.05
ENSMUSG00000082218	Gm13602	41.99
ENSMUSG00000082220	Gm12943	53.81
ENSMUSG00000082222	Gm14865	44.33
ENSMUSG00000082223	Gm15079	54.63
ENSMUSG00000082225	Gm13728	40.5
ENSMUSG00000082226	Gm715	53.72
ENSMUSG00000082227	Olfr1144-ps1	35.67
ENSMUSG00000082228	Gm8344	57.59
ENSMUSG00000082229	Nap1l2	42.47
ENSMUSG00000082233	Gm6506	47.35
ENSMUSG00000082234	Gm16221	49.36
ENSMUSG00000082235	Gm13326	49.75
ENSMUSG00000082236	Gm11355	59.15
ENSMUSG00000082237	Olfr1172-ps1	39.06
ENSMUSG00000082238	Gm12383	38.29
ENSMUSG00000082239	Gm14234	53.25
ENSMUSG00000082240	Gm14380	45.24
ENSMUSG00000082241	Gng5-ps	53.66
ENSMUSG00000082242	Gm12443	55.73
ENSMUSG00000082243	Gm3810	47.69
ENSMUSG00000082244	Gm8503	59.78
ENSMUSG00000082245	Gm6292	44.75
ENSMUSG00000082246	Gm13047	54.36
ENSMUSG00000082247	Gm16074	50.0
ENSMUSG00000082248	Gm13161	50.45
ENSMUSG00000082249	Gm12997	51.56
ENSMUSG00000082250	Gm12181	49.91
ENSMUSG00000082251	Gm13438	38.05
ENSMUSG00000082252	Gm11204	36.05
ENSMUSG00000082253	Gm14639	48.73
ENSMUSG00000082254	Gm11922	47.58
ENSMUSG00000082255	Gm11822	46.02
ENSMUSG00000082256	Gm12287	42.18
ENSMUSG00000082258	Gm15289	39.75
ENSMUSG00000082259	Gm13808	46.2
ENSMUSG00000082260	Gm7429	43.68
ENSMUSG00000082261	Gm14999	45.83
ENSMUSG00000082262	Gm14730	46.12
ENSMUSG00000082263	Gm11188	50.0
ENSMUSG00000082264	Gm12799	54.84
ENSMUSG00000082265	Gm15547	50.75
ENSMUSG00000082266	Gm12303	50.52
ENSMUSG00000082267	Gm12467	35.97
ENSMUSG00000082268	Vmn1r-ps120	39.47
ENSMUSG00000082269	Gm14676	46.39
ENSMUSG00000082270	Gm14375	47.13
ENSMUSG00000082271	Gm12217	49.38
ENSMUSG00000082272	Gm11675	54.09
ENSMUSG00000082274	Gm14026	47.96
ENSMUSG00000082275	Gm14854	45.54
ENSMUSG00000082276	Gm13885	48.13
ENSMUSG00000082277	Gm15807	43.35
ENSMUSG00000082278	Gm13471	42.73
ENSMUSG00000082279	Gm12870	52.17
ENSMUSG00000082280	Gm5847	56.11
ENSMUSG00000082281	Gm4886	41.03
ENSMUSG00000082283	Gm14472	50.35
ENSMUSG00000082284	H3f3a-ps1	50.0
ENSMUSG00000082285	Gm14069	48.47
ENSMUSG00000082286	Pisd-ps1	53.17
ENSMUSG00000082287	Gm15333	47.25
ENSMUSG00000082288	Gm14755	44.53
ENSMUSG00000082289	Gm15596	44.13
ENSMUSG00000082291	Gm5762	51.55
ENSMUSG00000082292	Gm12250	46.15
ENSMUSG00000082294	Gm12072	40.19
ENSMUSG00000082295	Gm12133	46.9
ENSMUSG00000082296	Gm11450	51.95
ENSMUSG00000082297	Rhox3d-ps	43.47
ENSMUSG00000082301	Gm14032	47.76
ENSMUSG00000082302	Gm12385	48.55
ENSMUSG00000082303	Gm13633	48.78
ENSMUSG00000082304	Gm11198	51.03
ENSMUSG00000082305	Gm2420	50.14
ENSMUSG00000082306	Gm11358	33.36
ENSMUSG00000082307	Gm13418	47.03
ENSMUSG00000082308	Gm15770	57.88
ENSMUSG00000082309	Gm12123	49.36
ENSMUSG00000082310	Gm12904	54.32
ENSMUSG00000082311	Gm14791	32.93
ENSMUSG00000082312	Gm11996	49.07
ENSMUSG00000082313	Gm11701	50.3
ENSMUSG00000082314	Gm13296	50.85
ENSMUSG00000082315	Gm16523	41.05
ENSMUSG00000082316	Vmn1r221	39.76
ENSMUSG00000082317	Gm14933	47.44
ENSMUSG00000082318	Gm14162	47.75
ENSMUSG00000082319	Actr3-ps	40.86
ENSMUSG00000082320	Gm11877	43.66
ENSMUSG00000082321	Gm14253	39.91
ENSMUSG00000082322	Gm9164	52.07
ENSMUSG00000082323	Gm15314	37.41
ENSMUSG00000082324	Gm14615	47.92
ENSMUSG00000082325	Gm12642	44.06
ENSMUSG00000082326	Gm14366	42.99
ENSMUSG00000082327	Gm13801	36.88
ENSMUSG00000082328	Gm13921	57.02
ENSMUSG00000082329	Gm14287	42.74
ENSMUSG00000082330	Ldha-ps	50.65
ENSMUSG00000082332	Gm13384	51.34
ENSMUSG00000082333	Gm11984	45.95
ENSMUSG00000082334	Gm13244	42.81
ENSMUSG00000082336	Gm8401	46.58
ENSMUSG00000082337	Gm14723	51.16
ENSMUSG00000082338	Gm12327	35.46
ENSMUSG00000082339	Gm14028	54.07
ENSMUSG00000082340	Gm11321	42.24
ENSMUSG00000082341	Gm14143	60.5
ENSMUSG00000082342	Gm5395	51.04
ENSMUSG00000082343	Gm14404	32.95
ENSMUSG00000082344	4930415H17Rik	55.28
ENSMUSG00000082345	Gm13622	47.11
ENSMUSG00000082346	Gm6952	41.51
ENSMUSG00000082347	Gm15036	47.25
ENSMUSG00000082348	Gm12807	43.24
ENSMUSG00000082350	Gm14008	50.0
ENSMUSG00000082351	Gm11260	41.83
ENSMUSG00000082352	Gm13228	44.48
ENSMUSG00000082353	Vmn1r-ps1	43.8
ENSMUSG00000082354	Gm378	47.64
ENSMUSG00000082356	Gm15565	55.5
ENSMUSG00000082357	Gm13542	47.57
ENSMUSG00000082358	Gm14990	45.17
ENSMUSG00000082359	Mif-ps11	51.59
ENSMUSG00000082360	Gm8814	54.58
ENSMUSG00000082361	Btc	40.22
ENSMUSG00000082362	Gm5187	51.66
ENSMUSG00000082363	Mup-ps18	42.42
ENSMUSG00000082364	Gm11955	55.96
ENSMUSG00000082365	Btf3-ps11	46.99
ENSMUSG00000082367	Gm12363	49.55
ENSMUSG00000082368	Gm11225	44.71
ENSMUSG00000082369	Gm14208	56.64
ENSMUSG00000082370	Gm12313	44.18
ENSMUSG00000082371	Gm3712	35.73
ENSMUSG00000082372	Gm4772	50.06
ENSMUSG00000082373	Gm13754	42.19
ENSMUSG00000082374	Gm12741	44.78
ENSMUSG00000082375	Gm14141	51.34
ENSMUSG00000082376	Gm14442	33.6
ENSMUSG00000082377	Gm14415	33.74
ENSMUSG00000082378	Olfr408-ps1	47.72
ENSMUSG00000082379	Gm13884	57.9
ENSMUSG00000082380	Gm12218	52.63
ENSMUSG00000082381	Gm12928	55.15
ENSMUSG00000082382	Gm14970	47.32
ENSMUSG00000082383	Gm9670	52.57
ENSMUSG00000082388	Gm12692	56.59
ENSMUSG00000082389	Mkrn1-ps1	50.72
ENSMUSG00000082390	Gm12136	45.82
ENSMUSG00000082392	Gm14938	41.25
ENSMUSG00000082393	Gm15028	47.3
ENSMUSG00000082394	Gm4596	41.18
ENSMUSG00000082395	Gm15480	47.01
ENSMUSG00000082396	Zfp389	41.96
ENSMUSG00000082397	Gm14803	43.55
ENSMUSG00000082398	Gm11927	49.28
ENSMUSG00000082399	Gm14036	57.08
ENSMUSG00000082400	Gm16017	45.19
ENSMUSG00000082402	Gm15621	46.15
ENSMUSG00000082403	Gm14916	50.0
ENSMUSG00000082404	Gm14799	53.85
ENSMUSG00000082405	Gm16021	44.75
ENSMUSG00000082406	Gm5401	50.21
ENSMUSG00000082407	Gm13045	47.85
ENSMUSG00000082408	Gm13545	54.77
ENSMUSG00000082410	Gm12011	50.49
ENSMUSG00000082411	Gm12016	36.86
ENSMUSG00000082412	Fau-ps1	52.99
ENSMUSG00000082413	Gm13401	56.01
ENSMUSG00000082414	Gm21093	52.44
ENSMUSG00000082415	Gm12486	47.32
ENSMUSG00000082416	Gm11414	48.29
ENSMUSG00000082417	Gm13740	55.48
ENSMUSG00000082418	Gm13126	55.4
ENSMUSG00000082419	Gm11425	54.22
ENSMUSG00000082420	Gm6517	52.45
ENSMUSG00000082421	Gm15004	45.08
ENSMUSG00000082422	Gm6973	46.74
ENSMUSG00000082423	Gm15148	42.95
ENSMUSG00000082424	Gm13292	55.3
ENSMUSG00000082426	Gm14610	42.13
ENSMUSG00000082427	Olfr1327-ps1	41.8
ENSMUSG00000082428	Gm13742	45.73
ENSMUSG00000082429	Gm13171	59.34
ENSMUSG00000082431	Prdx2-ps1	51.59
ENSMUSG00000082432	Gm11231	51.52
ENSMUSG00000082433	Ncf2-rs	52.55
ENSMUSG00000082435	Gm13813	47.27
ENSMUSG00000082436	Gm11688	50.65
ENSMUSG00000082437	Gm15136	44.28
ENSMUSG00000082440	Gm4914	46.41
ENSMUSG00000082442	Gm12686	36.52
ENSMUSG00000082443	Gm12604	44.56
ENSMUSG00000082444	Gm14709	52.3
ENSMUSG00000082446	Gm13863	46.84
ENSMUSG00000082447	Gm15364	44.27
ENSMUSG00000082448	Gm11676	52.86
ENSMUSG00000082449	Gm15244	51.54
ENSMUSG00000082450	Mageb7-ps	48.61
ENSMUSG00000082451	Gm11894	48.48
ENSMUSG00000082453	Gm11502	53.34
ENSMUSG00000082454	Gm12183	43.99
ENSMUSG00000082455	Gm13665	46.02
ENSMUSG00000082456	Gm11598	57.7
ENSMUSG00000082457	Gm13776	46.39
ENSMUSG00000082458	Gm9430	48.4
ENSMUSG00000082459	Gm11988	42.44
ENSMUSG00000082460	Gm13685	54.61
ENSMUSG00000082461	Gm8844	50.92
ENSMUSG00000082462	Gm15147	37.06
ENSMUSG00000082463	Gm15765	53.41
ENSMUSG00000082464	Rab9b-ps1	41.91
ENSMUSG00000082465	Rps6-ps3	49.33
ENSMUSG00000082467	Gm6743	47.84
ENSMUSG00000082468	Gm12980	54.17
ENSMUSG00000082472	Gm13501	49.03
ENSMUSG00000082473	Kif22-ps	49.5
ENSMUSG00000082474	Gm8213	53.29
ENSMUSG00000082475	Gm7206	40.14
ENSMUSG00000082476	Gm12242	48.24
ENSMUSG00000082478	Gm11619	55.7
ENSMUSG00000082479	Gm4746	34.79
ENSMUSG00000082480	Gm11687	57.56
ENSMUSG00000082481	Rps12-ps19	50.0
ENSMUSG00000082482	H2ab2	57.47
ENSMUSG00000082483	Gm13486	48.94
ENSMUSG00000082484	Gm16177	52.09
ENSMUSG00000082485	Gm15693	47.57
ENSMUSG00000082486	Gm11919	42.44
ENSMUSG00000082487	Gm11628	57.89
ENSMUSG00000082488	1700119I11Rik	44.05
ENSMUSG00000082489	Gm14356	47.18
ENSMUSG00000082490	Gm11880	44.36
ENSMUSG00000082491	Gm5909	41.45
ENSMUSG00000082492	Gm14871	45.36
ENSMUSG00000082494	Gm13687	48.94
ENSMUSG00000082495	Gm12570	43.88
ENSMUSG00000082496	Gm6798	51.39
ENSMUSG00000082497	Gm40	43.78
ENSMUSG00000082498	Gm12937	46.34
ENSMUSG00000082499	Gm13615	39.61
ENSMUSG00000082500	Gm15195	47.53
ENSMUSG00000082501	Gm11835	31.52
ENSMUSG00000082502	Gm12636	37.34
ENSMUSG00000082503	Gm12229	43.16
ENSMUSG00000082504	Gm15003	44.62
ENSMUSG00000082505	Gm14816	46.6
ENSMUSG00000082507	Gm9378	51.17
ENSMUSG00000082508	Rpl15-ps4	45.87
ENSMUSG00000082509		
ENSMUSG00000082510	Gm11793	50.46
ENSMUSG00000082511	Gm4915	48.57
ENSMUSG00000082512	Gm13937	48.38
ENSMUSG00000082513	Gm15374	45.85
ENSMUSG00000082514	Gm11452	57.1
ENSMUSG00000082515	Gm12902	45.03
ENSMUSG00000082516	Gm13342	53.62
ENSMUSG00000082517	Gm5757	46.02
ENSMUSG00000082519	Vamp7-ps	43.97
ENSMUSG00000082520	Gm13349	47.45
ENSMUSG00000082523	Gm12667	36.11
ENSMUSG00000082524	Gm6272	53.8
ENSMUSG00000082526	Gm14067	48.41
ENSMUSG00000082527	Gm8200	55.41
ENSMUSG00000082528	Gm15182	40.69
ENSMUSG00000082529	Gm11199	47.53
ENSMUSG00000082530	Gm12168	60.33
ENSMUSG00000082531	Gm11556	43.06
ENSMUSG00000082532	Rpl31-ps6	44.71
ENSMUSG00000082533	Gm11253	41.29
ENSMUSG00000082534	Gm13712	42.6
ENSMUSG00000082535	Gm7860	55.86
ENSMUSG00000082536	Gm13456	49.08
ENSMUSG00000082537	Gm14981	42.42
ENSMUSG00000082538	Gm14704	52.17
ENSMUSG00000082539	Gm15207	49.32
ENSMUSG00000082540	Vmn1r-ps112	44.49
ENSMUSG00000082541	Gm9095	55.62
ENSMUSG00000082542	Gm13311	51.19
ENSMUSG00000082543	Gm14336	48.0
ENSMUSG00000082544	Gm11667	52.67
ENSMUSG00000082545	Gm12196	50.0
ENSMUSG00000082546	Gm14898	35.04
ENSMUSG00000082547	Olfr1073-ps1	38.32
ENSMUSG00000082548	Gm12377	52.78
ENSMUSG00000082549	Gm14813	45.82
ENSMUSG00000082550	Gm12344	55.93
ENSMUSG00000082551	Gm15065	39.56
ENSMUSG00000082552	Gm11850	42.59
ENSMUSG00000082553	Gm11404	42.64
ENSMUSG00000082554	Gm15806	51.41
ENSMUSG00000082555	Gm11406	43.18
ENSMUSG00000082556	Gm5387	42.47
ENSMUSG00000082558	Snrp1c-ps2	53.42
ENSMUSG00000082560	Gm15157	39.74
ENSMUSG00000082561	Gm15580	56.12
ENSMUSG00000082562	Gm11726	51.89
ENSMUSG00000082563	Gm15026	40.61
ENSMUSG00000082564	Gm15586	53.03
ENSMUSG00000082565	Gm5255	55.17
ENSMUSG00000082566	Gm11485	46.04
ENSMUSG00000082567	Gm14896	48.63
ENSMUSG00000082569	Gm12634	48.29
ENSMUSG00000082570	Gm15711	55.14
ENSMUSG00000082571	Gm8737	46.73
ENSMUSG00000082573	Gm11903	41.68
ENSMUSG00000082574	Olfr1268-ps1	39.15
ENSMUSG00000082575	Eef2-ps2	56.95
ENSMUSG00000082576	Gm12058	50.8
ENSMUSG00000082577	Olfr1003-ps1	37.66
ENSMUSG00000082578	Gm13527	49.78
ENSMUSG00000082579	Gm11979	51.95
ENSMUSG00000082580	Gm13182	55.77
ENSMUSG00000082581	Gm13761	46.59
ENSMUSG00000082583	Olfr336-ps1	43.94
ENSMUSG00000082584	Gm8569	51.31
ENSMUSG00000082585	Gm15387	46.6
ENSMUSG00000082586	Sult2a-ps1	38.43
ENSMUSG00000082587	Gm12129	44.99
ENSMUSG00000082588	Gm15443	36.95
ENSMUSG00000082589	Gm12433	37.25
ENSMUSG00000082590	Gm14943	36.02
ENSMUSG00000082591	Gm11558	42.48
ENSMUSG00000082592	Gm12950	48.92
ENSMUSG00000082593	Gm11331	46.88
ENSMUSG00000082594	Gm15074	42.41
ENSMUSG00000082595	Gm14793	34.08
ENSMUSG00000082596	Gm14227	52.62
ENSMUSG00000082597	Gm12645	48.73
ENSMUSG00000082598	Gm15212	51.72
ENSMUSG00000082599	Gm13141	53.95
ENSMUSG00000082600	Gm9673	52.11
ENSMUSG00000082601	Gm12700	44.2
ENSMUSG00000082602	Gm15021	40.84
ENSMUSG00000082604	Gm8482	55.41
ENSMUSG00000082605	Gm16148	55.21
ENSMUSG00000082606	Gm14638	36.54
ENSMUSG00000082607	Gm12045	38.39
ENSMUSG00000082608	Gm7670	48.67
ENSMUSG00000082609	Gm15464	49.19
ENSMUSG00000082610	Gm13829	53.62
ENSMUSG00000082611	Gm7746	49.11
ENSMUSG00000082612	4930503H13Rik	46.19
ENSMUSG00000082613	Gm12518	50.19
ENSMUSG00000082614	Gm12149	44.68
ENSMUSG00000082615	Gm13239	44.43
ENSMUSG00000082616	Gm6025	43.28
ENSMUSG00000082617	Smt3h2-ps	46.32
ENSMUSG00000082618	Gm14852	35.87
ENSMUSG00000082619	Gm16219	51.82
ENSMUSG00000082620	Gm8244	44.32
ENSMUSG00000082621	Rpl7a-ps13	51.33
ENSMUSG00000082622	Gm12632	48.48
ENSMUSG00000082623	Gm15493	58.52
ENSMUSG00000082624	Gm12535	52.07
ENSMUSG00000082625	Gm15204	49.67
ENSMUSG00000082626	Rps13-ps5	50.66
ENSMUSG00000082628	Gm12566	44.85
ENSMUSG00000082629	Pwwp4-ps	57.84
ENSMUSG00000082630	Gm14834	47.34
ENSMUSG00000082632	Gm13365	48.0
ENSMUSG00000082633	Gm15779	49.51
ENSMUSG00000082634	Gm12900	47.47
ENSMUSG00000082635	Gm14750	39.0
ENSMUSG00000082636	Gm14923	40.58
ENSMUSG00000082637	Gm11248	41.79
ENSMUSG00000082638	Gm12815	43.7
ENSMUSG00000082639	Gm2012	38.04
ENSMUSG00000082641	Rpl30-ps5	42.94
ENSMUSG00000082644	Mup-ps19	39.31
ENSMUSG00000082645	Gm15481	46.94
ENSMUSG00000082646	Gm12732	46.67
ENSMUSG00000082647	Gm14056	47.66
ENSMUSG00000082648	Gm11366	52.45
ENSMUSG00000082649	Gm12754	44.93
ENSMUSG00000082650	Gm15358	49.81
ENSMUSG00000082651	Gm14001	38.46
ENSMUSG00000082652	Gm14725	45.65
ENSMUSG00000082653	Gm15897	53.9
ENSMUSG00000082655	Gm7857	50.28
ENSMUSG00000082656	Vmn1r-ps125	37.59
ENSMUSG00000082657	Gm14736	38.69
ENSMUSG00000082658	Fau-ps2	48.52
ENSMUSG00000082660	Gm14612	51.99
ENSMUSG00000082661	Gm11590	42.06
ENSMUSG00000082662	Gm15516	51.3
ENSMUSG00000082663	Trav13-3	55.13
ENSMUSG00000082664	Gm8761	48.17
ENSMUSG00000082665	Gm11470	50.92
ENSMUSG00000082666	Gm13677	48.74
ENSMUSG00000082667	Gm11348	50.63
ENSMUSG00000082669	Gm5393	50.37
ENSMUSG00000082670	Gm14050	52.89
ENSMUSG00000082671	Gm14006	50.56
ENSMUSG00000082672	Gm11876	47.21
ENSMUSG00000082673	Gm11857	41.36
ENSMUSG00000082674	Gm11914	42.41
ENSMUSG00000082675	Gm6382	43.31
ENSMUSG00000082676	Gm11843	40.0
ENSMUSG00000082677	Gm15371	44.26
ENSMUSG00000082678	Gm12818	55.15
ENSMUSG00000082679	Gm13469	47.43
ENSMUSG00000082680	Gm14885	44.76
ENSMUSG00000082681	Cyp2j7-ps1	42.77
ENSMUSG00000082682	Gm15349	50.98
ENSMUSG00000082683	Gm12697	40.03
ENSMUSG00000082684	Gm12774	54.09
ENSMUSG00000082686	Gm12961	42.48
ENSMUSG00000082687	Gm11474	51.99
ENSMUSG00000082688	Gm12124	50.96
ENSMUSG00000082689	Gm14156	51.55
ENSMUSG00000082690	Gm14972	33.24
ENSMUSG00000082691	Dynlt1-ps1	50.0
ENSMUSG00000082692	H2af-ps1	61.69
ENSMUSG00000082693	Gm15190	48.55
ENSMUSG00000082696	Gm15040	45.71
ENSMUSG00000082698	Gm15316	46.79
ENSMUSG00000082699	Gm12736	51.27
ENSMUSG00000082700	Gm13792	48.23
ENSMUSG00000082701	Gm14460	57.9
ENSMUSG00000082703	Gm11907	48.86
ENSMUSG00000082704	Gm12515	39.89
ENSMUSG00000082705	Gm15616	43.47
ENSMUSG00000082706	Gm11663	57.59
ENSMUSG00000082707	Gm6881	52.58
ENSMUSG00000082708	Gm15172	49.52
ENSMUSG00000082709	Gm12362	54.39
ENSMUSG00000082710	Defa-ps14	39.19
ENSMUSG00000082711	Gm12987	56.85
ENSMUSG00000082712	Olfr990-ps1	41.7
ENSMUSG00000082713	Gm14721	46.48
ENSMUSG00000082714	Gm15120	44.85
ENSMUSG00000082715	Gm11633	50.68
ENSMUSG00000082716	Rpl31-ps5	45.6
ENSMUSG00000082717	Gm13087	41.41
ENSMUSG00000082718	Gm14928	49.69
ENSMUSG00000082720	Gm12489	48.65
ENSMUSG00000082721	Gm12087	46.51
ENSMUSG00000082722	Gm11393	40.09
ENSMUSG00000082723	Gm14564	52.38
ENSMUSG00000082724	Gm14416	35.21
ENSMUSG00000082725	Gm12451	41.21
ENSMUSG00000082726	Gm11424	52.71
ENSMUSG00000082727	Gm13260	40.19
ENSMUSG00000082728	Supt20-ps	49.28
ENSMUSG00000082729	Gm14845	45.1
ENSMUSG00000082730	Gm11363	43.61
ENSMUSG00000082732	Rpl23a-ps6	44.87
ENSMUSG00000082733	Gm15153	51.46
ENSMUSG00000082734	Rhox11-ps1	43.66
ENSMUSG00000082735	Gm16394	44.69
ENSMUSG00000082736	Gm5381	48.4
ENSMUSG00000082737	Gm12026	43.16
ENSMUSG00000082738	Gm15422	43.62
ENSMUSG00000082739	Olfr602-ps1	36.37
ENSMUSG00000082740	Gm14127	47.68
ENSMUSG00000082741	Gm9703	43.93
ENSMUSG00000082743	Gm12988	43.72
ENSMUSG00000082744	Gm15625	48.31
ENSMUSG00000082745	Gm15181	57.06
ENSMUSG00000082746	Rps12-ps1	50.12
ENSMUSG00000082749	Rpl9-ps2	46.97
ENSMUSG00000082750	Gm12156	43.27
ENSMUSG00000082751	Gm6620	38.12
ENSMUSG00000082752	Gm14899	38.69
ENSMUSG00000082754	Olfr1021-ps1	34.8
ENSMUSG00000082755	Gm8692	54.34
ENSMUSG00000082757	Gm6923	46.31
ENSMUSG00000082758	Gm13024	43.45
ENSMUSG00000082759	Gm14826	55.27
ENSMUSG00000082760	Gm15546	54.72
ENSMUSG00000082762	Gm12366	57.73
ENSMUSG00000082763	Tra2b-ps	44.05
ENSMUSG00000082765	Gm14411	34.22
ENSMUSG00000082766	1700064H15Rik	42.77
ENSMUSG00000082767	Gm11622	40.96
ENSMUSG00000082768	Gm12727	54.04
ENSMUSG00000082769	Gm15793	52.93
ENSMUSG00000082770	Gm14722	51.81
ENSMUSG00000082771	Gm12803	38.81
ENSMUSG00000082772	Gm381	37.41
ENSMUSG00000082773	Gm15058	47.6
ENSMUSG00000082774	Gm8805	54.63
ENSMUSG00000082775	Itpa-ps3	46.84
ENSMUSG00000082776	Gm7061	54.38
ENSMUSG00000082777	Gm15861	37.17
ENSMUSG00000082778	Gm15191	54.8
ENSMUSG00000082779	Gm13162	49.38
ENSMUSG00000082780	Rps11-ps5	44.7
ENSMUSG00000082781	Rps19-ps14	52.79
ENSMUSG00000082782	Gm5319	40.09
ENSMUSG00000082783	Gm9126	48.63
ENSMUSG00000082784	Gm15957	51.13
ENSMUSG00000082785	Vmn1r-ps100	38.52
ENSMUSG00000082786	Gm14489	48.83
ENSMUSG00000082788	Gm13396	39.11
ENSMUSG00000082789	Gm13284	42.45
ENSMUSG00000082790	Gm12155	33.75
ENSMUSG00000082791	Gm4875	56.11
ENSMUSG00000082792	Gm12176	54.74
ENSMUSG00000082793	Btf3-ps4	45.31
ENSMUSG00000082794	Gm6806	37.97
ENSMUSG00000082795	Gm13193	44.44
ENSMUSG00000082796	Gm13385	47.27
ENSMUSG00000082797	Gm12015	52.19
ENSMUSG00000082798	Gm11561	52.76
ENSMUSG00000082799	Gm14554	39.87
ENSMUSG00000082800	Gm13560	40.43
ENSMUSG00000082802	Gm15465	44.96
ENSMUSG00000082804	Rpl17-ps1	48.19
ENSMUSG00000082806	Rpl13-ps1	57.49
ENSMUSG00000082807	Gm14782	40.51
ENSMUSG00000082809	Gm14150	53.91
ENSMUSG00000082810	Gm8682	46.39
ENSMUSG00000082812	Gm14860	48.25
ENSMUSG00000082814	Gm12956	46.86
ENSMUSG00000082815	Gm5678	48.24
ENSMUSG00000082816	Gm11953	53.44
ENSMUSG00000082817	Gm16428	35.05
ENSMUSG00000082818	Gm12175	49.28
ENSMUSG00000082819	Trav4d-2	48.78
ENSMUSG00000082820	Gm13803	42.13
ENSMUSG00000082821	Gm12880	38.89
ENSMUSG00000082822	Gm14731	38.3
ENSMUSG00000082823	Gm15828	44.25
ENSMUSG00000082824	Gm14716	34.12
ENSMUSG00000082825	Gm15741	43.9
ENSMUSG00000082826	Mif-ps3	59.13
ENSMUSG00000082827	Gm5397	45.05
ENSMUSG00000082828	Gm16106	47.96
ENSMUSG00000082829	Gm15780	40.96
ENSMUSG00000082831	Gm12591	33.78
ENSMUSG00000082832	Gm14786	39.69
ENSMUSG00000082833	Gm12982	50.53
ENSMUSG00000082835	Gm13118	38.62
ENSMUSG00000082836	Gm13612	52.82
ENSMUSG00000082837	Gm15373	52.34
ENSMUSG00000082838	Gm14519	50.0
ENSMUSG00000082839	Gm14588	45.35
ENSMUSG00000082840	Gm16421	39.63
ENSMUSG00000082841	Gm12994	44.52
ENSMUSG00000082842	Gm14748	39.33
ENSMUSG00000082843	4930448K20Rik	43.75
ENSMUSG00000082844	Gm13537	50.19
ENSMUSG00000082845	Gm13879	51.24
ENSMUSG00000082846	Gm13484	46.12
ENSMUSG00000082847	Gm5759	48.58
ENSMUSG00000082848	Gm16066	46.54
ENSMUSG00000082849	Gm14053	47.66
ENSMUSG00000082850	Gm14299	49.87
ENSMUSG00000082851	Btf3-ps8	48.99
ENSMUSG00000082852	Gm12021	44.7
ENSMUSG00000082853	Gm7134	49.21
ENSMUSG00000082855	Gm14537	45.27
ENSMUSG00000082856	Gm15106	43.16
ENSMUSG00000082857	Gm12293	45.93
ENSMUSG00000082858	Gm11746	41.78
ENSMUSG00000082859	Defa-ps9	39.31
ENSMUSG00000082860	Gm13204	54.32
ENSMUSG00000082861	Gm11362	51.65
ENSMUSG00000082862	Gm13806	39.38
ENSMUSG00000082863	Gm14674	46.2
ENSMUSG00000082864	Gm13358	44.11
ENSMUSG00000082865	Gm14745	44.71
ENSMUSG00000082867	Gm15730	50.12
ENSMUSG00000082868	Mup-ps5	44.44
ENSMUSG00000082869	Vmn1r-ps93	40.05
ENSMUSG00000082870	Gm12165	53.22
ENSMUSG00000082871	Gm13263	42.0
ENSMUSG00000082872	Gm15773	40.81
ENSMUSG00000082873	Gm15367	42.62
ENSMUSG00000082874	Rpl15-ps1	50.35
ENSMUSG00000082875	Gm12598	40.6
